REGION_NAME     ,DIVISION_NAME   ,COUNCIL_NAME              ,POLLING_STATION                                  ,POLLING_STATIONS_COUNT
                ,                ,                          ,CLUB FERME SUISSE V1 / D                         ,1
                ,                ,                          ,CLUB FERME SUISSE V2 / A                         ,1
                ,                ,                          ,CLUB FERME SUISSE V4 / A                         ,1
                ,                ,                          ,CLUB FERME SUISSE V5 / A                         ,1
                ,                ,                          ,COMMUNE D'EDEA 1ER / A                           ,1
                ,                ,                          ,COMMUNE D'EDEA 1ER / B                           ,1
                ,                ,                          ,CROIX ROUGE SOCAPALM / A                         ,1
                ,                ,                          ,DELEGATION AFFAIRES SOCIALES / A                 ,1
                ,                ,                          ,DOMAINE SYNDICAT (C.S.T.C) / A                   ,1
                ,                ,                          ,E.P. DE BEON / A                                 ,1
                ,                ,                          ,E.P. DE DEHANE / A                               ,1
                ,                ,                          ,ECOLE CEBEC DE PONGO / A                         ,1
                ,                ,                          ,ECOLE CEBEC DE PONGO / B                         ,1
                ,                ,                          ,ECOLE CEBEC DE PONGO / C                         ,1
                ,                ,                          ,ECOLE DES SOURDS MUETS DE LA GARE / A            ,1
                ,                ,                          ,ECOLE DES SOURDS MUETS DE LA GARE / B            ,1
                ,                ,                          ,ECOLE E.P.C. DE MBOUE / A                        ,1
                ,                ,                          ,ECOLE E.P.C. DE MBOUE / B                        ,1
                ,                ,                          ,ECOLE PUBLIQUE (PILOTE) D'APPLICATION / A        ,1
                ,                ,                          ,ECOLE PUBLIQUE BILINGUE / A                      ,1
                ,                ,                          ,ECOLE PUBLIQUE D'APPOUH / A                      ,1
                ,                ,                          ,ECOLE PUBLIQUE DE KOUKOUE / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE LA GARE / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE LA GARE / B                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE LOM-EDEA / A                   ,1
                ,                ,                          ,ECOLE PUBLIQUE DE MBANDA / A                     ,1
                ,                ,                          ,ECOLE PUBLIQUE DE MBANDA / B                     ,1
                ,                ,                          ,ECOLE PUBLIQUE DE MBENGUE / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NDOGBIANG / A                  ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NDOGTIMA CRIQUE / A            ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NDOGTIMA NYONG / A             ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NKAKANZOCK / A                 ,1
                ,                ,                          ,ECOLE PUBLIQUE DE ONGUE / A                      ,1
                ,                ,                          ,ECOLE PUBLIQUE DE ST PALMIER / A                 ,1
                ,                ,                          ,ECOLE PUBLIQUE DE ST PALMIER / B                 ,1
                ,                ,                          ,ECOLE PUBLIQUE DE YAWANDA / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE D'ELOGBELE / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE D'ELOGBELE / B                    ,1
                ,                ,                          ,ECOLE PUBLIQUE D'ELOGKAM / A                     ,1
                ,                ,                          ,ECOLE PUBLIQUE D'OKOTH / A                       ,1
                ,                ,                          ,ECOLE PUBLIQUE D'OSSOMBAH / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE D'OSSOMBAH / B                    ,1
                ,                ,                          ,ECOLE PUBLIQUE PLATEAU BONAMINKENGUE / A         ,1
                ,                ,                          ,ECOLE PUBLIQUE PLATEAU BONAMINKENGUE / B         ,1
                ,                ,                          ,ECOLE PUBLIQUE SONGMINKOUGOU / A                 ,1
                ,                ,                          ,ECOLE PUBLIQUE SONGMINKOUGOU / B                 ,1
                ,                ,                          ,ECOLE SAINT MARTIN DE PONGO / A                  ,1
                ,                ,                          ,ECOLE SAINT MARTIN DE PONGO / B                  ,1
                ,                ,                          ,ECOLE ST DOMINIQUE SAVIO MBANDA / A              ,1
                ,                ,                          ,ESPL. CHEF. EON EDING / A                        ,1
                ,                ,                          ,ESPL. CHEFFERIE - ABBE YASSOUKOU / A             ,1
                ,                ,                          ,ESPL. CHEFFERIE D'ONGANDE / A                    ,1
                ,                ,                          ,ESPL.CHEFFERIE DE NKONGMONDO / A                 ,1
                ,                ,                          ,ESPL.CHEFFERIE DE NKONGMONDO / B                 ,1
                ,                ,                          ,ESPL.CHEFFERIE DE NZOCKNKONG / A                 ,1
                ,                ,                          ,ESPL.CHEFFERIE METOUNGA / A                      ,1
                ,                ,                          ,FONDATION PIERRE ET PAUL / A                     ,1
                ,                ,                          ,FOYER QUARTIER HAOUSSA / A                       ,1
                ,                ,                          ,FOYER QUARTIER HAOUSSA / B                       ,1
                ,                ,                          ,FOYER QUARTIER HAOUSSA / C                       ,1
                ,                ,                          ,LYCEE BILINGUE D'APPOUH / A                      ,1
                ,                ,                          ,LYCEE BILINGUE D'EDEA / A                        ,1
                ,                ,                          ,LYCEE BILINGUE D'EDEA / B                        ,1
                ,                ,                          ,LYCEE CLASSIQUE DE PONGO / A                     ,1
                ,                ,                          ,LYCEE CLASSIQUE DE PONGO / B                     ,1
                ,                ,                          ,LYCEE TECHNIQUE DE PONGO / A                     ,1
                ,                ,                          ,MBANDA CAMP SIC / A                              ,1
                ,                ,                          ,MBANDA CAMP SIC / B                              ,1
                ,                ,                          ,MBANDA CAMP SIC / C                              ,1
                ,                ,                          ,NTOUMBA HANGAR CARREFOUR / A                     ,1
                ,                ,                          ,SAR-SM DE PONGO / A                              ,1
                ,                ,                          ,STADE MUNICIPAL / A                              ,1
                ,                ,                          ,STADE MUNICIPAL / B                              ,1
                ,                ,                          ,STADE MUNICIPAL / C                              ,1
                ,                ,                          ,STADE MUNICIPAL / D                              ,1
                ,                ,                          ,VOIRIE URBAINE / A                               ,1
                ,                ,EDEA II                   ,                                                 ,31
                ,                ,                          ,CLUB CITE BILALANG / A                           ,1
                ,                ,                          ,CLUB CITE BILALANG / B                           ,1
                ,                ,                          ,COLLEGE PRIVE LAIC DINO / A                      ,1
                ,                ,                          ,COLLEGE PRIVE LAIC DINO / B                      ,1
                ,                ,                          ,ECOLE CATHOLIQUE ST ODILE D'EKITE / A            ,1
                ,                ,                          ,ECOLE CATHOLIQUE ST ODILE D'EKITE / B            ,1
                ,                ,                          ,ECOLE MATERNELLE CITE CADRES / A                 ,1
                ,                ,                          ,ECOLE MATERNELLE CITE CADRES / B                 ,1
                ,                ,                          ,ECOLE PRIVEE UEBC DE DIPITA / A                  ,1
                ,                ,                          ,ECOLE PRIVEE UEBC DE DIPITA / B                  ,1
                ,                ,                          ,ECOLE PRIVEE UEBC DE DIPITA / C                  ,1
                ,                ,                          ,ECOLE PUB. POUTLOLOMA LOUNGAHE / A               ,1
                ,                ,                          ,ECOLE PUB. POUTLOLOMA NDOGBIANGA / A             ,1
                ,                ,                          ,ECOLE PUBLIQUE D' EKITE 3 / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE D' EKITE 3 / B                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE DIKOUS / A                     ,1
                ,                ,                          ,ECOLE PUBLIQUE DE DISSAT / A                     ,1
                ,                ,                          ,ECOLE PUBLIQUE DE MALIMBA II / A                 ,1
                ,                ,                          ,ECOLE PUBLIQUE DE MALO / A                       ,1
                ,                ,                          ,ECOLE PUBLIQUE DE MASSEING / A                   ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NGONGA / A                     ,1
                ,                ,                          ,ECOLE PUBLIQUE MALIMBA - GARE / A                ,1
                ,                ,                          ,EGLISE LUTHERIENNE BILALANG PONT / A             ,1
                ,                ,                          ,EGLISE LUTHERIENNE BILALANG PONT / B             ,1
                ,                ,                          ,EGLISE PRESBY. CAM NDJONG / A                    ,1
                ,                ,                          ,LYCEE D'EKITE / A                                ,1
                ,                ,                          ,LYCEE D'EKITE / B                                ,1
                ,                ,                          ,LYCEE D'EKITE / C                                ,1
                ,                ,                          ,MAISON D'ACCUEIL CITE MANGUIERS / A              ,1
                ,                ,                          ,MAISON D'ACCUEIL D'EKITE 1 / A                   ,1
                ,                ,                          ,REFECTOIRE L'ANCIENNE USINE CEL. / A             ,1
                ,                ,MASSOK-SONGLOULOU         ,                                                 ,35
                ,                ,                          ,CHAPELLE DE BIOUMOUL / A                         ,1
                ,                ,                          ,CHAPELLE DE DISSEMA / A                          ,1
                ,                ,                          ,CHAPELLE DE LOG PAGAL / A                        ,1
                ,                ,                          ,CHAPELLE DE MAMBONDO / A                         ,1
                ,                ,                          ,CHAPELLE DE NDJOCK NKONG / A                     ,1
                ,                ,                          ,CHAPELLE DE NGOND MBAK / A                       ,1
                ,                ,                          ,CHAPELLE DE NSANGA ET MBOULE / A                 ,1
                ,                ,                          ,CHAPELLE DE SONG NKAM / A                        ,1
                ,                ,                          ,CHAPELLE D'ONNA / A                              ,1
                ,                ,                          ,CHAPELLE EPC DE TEKIBO'O / A                     ,1
                ,                ,                          ,CLUB AES-SONEL DE SONGLOULOU / A                 ,1
                ,                ,                          ,DISPENSAIRE DE SAHA / A                          ,1
                ,                ,                          ,ECOLE PUBLIQUE DE BAHANGA / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE DOUKOKOL / A                   ,1
                ,                ,                          ,ECOLE PUBLIQUE DE KAHN / A                       ,1
                ,                ,                          ,ECOLE PUBLIQUE DE MAHOHI II / A                  ,1
                ,                ,                          ,ECOLE PUBLIQUE DE MASSOK / A                     ,1
                ,                ,                          ,ECOLE PUBLIQUE DE MBANDA / A                     ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NGOG MBOG / A                  ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NGUIBASSAL / A                 ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NKOM / A                       ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NSINGMANDENG / A               ,1
                ,                ,                          ,ECOLE PUBLIQUE DE PANDANG / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE PENDJOCK / A                   ,1
                ,                ,                          ,ECOLE PUBLIQUE DE SONGKOLLO / A                  ,1
                ,                ,                          ,ECOLE PUBLIQUE DE SONGMBENGUE / A                ,1
                ,                ,                          ,ECOLE PUBLIQUE DE SONGNDJEM / A                  ,1
                ,                ,                          ,ECOLE PUBLIQUE DE SONGUEN / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE TOMEL / A                      ,1
                ,                ,                          ,ECOLE PUBLIQUE D'IAAKOK / A                      ,1
                ,                ,                          ,ECOLE PUBLIQUE D'IBAIKAK / A                     ,1
                ,                ,                          ,ECOLE PUBLIQUE D'ISSONDJE II / A                 ,1
                ,                ,                          ,EPC DE DIMBENGUI / A                             ,1
                ,                ,                          ,FEMEC DE KANGA / A                               ,1
                ,                ,                          ,LYCEE DE SONGMBENGUE / A                         ,1
                ,                ,MOUANKO                   ,                                                 ,27
                ,                ,                          ,CHAPELLE ASSEMBLEE DIEU NDOGMONGO / A            ,1
                ,                ,                          ,CHAPELLE EEC BOSSAMBO-FARM / A                   ,1
                ,                ,                          ,CHAPELLE EEC DE NKAGANZOG / A                    ,1
                ,                ,                          ,CHAPELLE EEC DE YAVI / A                         ,1
                ,                ,                          ,CHAPELLE EEC MOUANKO VILLAGE / A                 ,1
                ,                ,                          ,ECOLE CATHOLIQUE MARIEMBERG / A                  ,1
                ,                ,                          ,ECOLE EEC LOBETHAL / A                           ,1
                ,                ,                          ,ECOLE PUBLIQUE DE BOLONDO / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE BOLOY / A                      ,1
                ,                ,                          ,ECOLE PUBLIQUE DIBONGO / A                       ,1
                ,                ,                          ,ECOLE PUBLIQUE D'OLOMBE / A                      ,1
                ,                ,                          ,ECOLE PUBLIQUE MBIAKO / A                        ,1
                ,                ,                          ,ECOLE PUBLIQUE MOUANKO CENTRE / A                ,1
                ,                ,                          ,ECOLE PUBLIQUE MOULONGO / A                      ,1
                ,                ,                          ,ECOLE PUBLIQUE MOULONGO / B                      ,1
                ,                ,                          ,ECOLE PUBLIQUE NSEPPE / A                        ,1
                ,                ,                          ,ECOLE PUBLIQUE PONGO SONGO / A                   ,1
                ,                ,                          ,ECOLE PUBLIQUE YATOU / A                         ,1
                ,                ,                          ,ECOLE PUBLIQUE YOYO 1 / A                        ,1
                ,                ,                          ,ECOLE PUBLIQUE YOYO 2 / A                        ,1
                ,                ,                          ,EP DE YOUME II / A                               ,1
                ,                ,                          ,ESPLANADE CHEFFERIE YAKONZOG / A                 ,1
                ,                ,                          ,FOYER DIPITA YOUME I / A                         ,1
                ,                ,                          ,FOYER MBANGA / A                                 ,1
                ,                ,                          ,FOYER NKOKE / A                                  ,1
                ,                ,                          ,HUILERIE MOUTAPAM / A                            ,1
                ,                ,                          ,LYCEE BILINGUE DE MOUANKO / A                    ,1
                ,                ,NDOM                      ,                                                 ,54
                ,                ,                          ,CENTRE DE SANTE DE MAKOM / A                     ,1
                ,                ,                          ,CHAP. EGLISE CATH. LIKOUNDBIAM / A               ,1
                ,                ,                          ,CHAPELLE E.P.C. DE EPAKO / A                     ,1
                ,                ,                          ,CHAPELLE E.P.C. DE IBONG / A                     ,1
                ,                ,                          ,CHAPELLE E.P.C. DE IKOLLONG / A                  ,1
                ,                ,                          ,CHAPELLE E.P.C. DE KAKAK / A                     ,1
                ,                ,                          ,CHAPELLE E.P.C. DE LELO / A                      ,1
                ,                ,                          ,CHAPELLE E.P.C. DE LOG SAGAL / A                 ,1
                ,                ,                          ,CHAPELLE E.P.C. DE MBAPOUT / A                   ,1
                ,                ,                          ,CHAPELLE E.P.C. DE NDOG-NJOKA / A                ,1
                ,                ,                          ,CHAPELLE E.P.C. DE NONN / A                      ,1
                ,                ,                          ,CHAPELLE E.P.C. DE SONG-MOT / A                  ,1
                ,                ,                          ,CHAPELLE EGLISE CATH. BODKANG / A                ,1
                ,                ,                          ,CHAPELLE EGLISE CATH. BOMAKONDO / A              ,1
                ,                ,                          ,CHAPELLE EGLISE CATH. DIHONG / A                 ,1
                ,                ,                          ,CHAPELLE EGLISE CATH. DJONBASSO / A              ,1
                ,                ,                          ,CHAPELLE EGLISE CATH. KOKO / A                   ,1
                ,                ,                          ,CHAPELLE EGLISE CATH. LOGMANDENG / A             ,1
                ,                ,                          ,CHAPELLE EGLISE CATH. LOGMBOUGUE / A             ,1
                ,                ,                          ,CHAPELLE EGLISE CATH. NSOH / A                   ,1
                ,                ,                          ,CHAPELLE EGLISE CATH. YOP YOP / A                ,1
                ,                ,                          ,CHAPELLE EGLISE CATHOLIQUE / A                   ,1
                ,                ,                          ,E.MAT.BILINGUE DE LOGMANDENG / A                 ,1
                ,                ,                          ,ECOLE CATHOLIQUE DE BISSENG / A                  ,1
                ,                ,                          ,ECOLE MAT. SI-NGOG-MBEND / A                     ,1
                ,                ,                          ,ECOLE PUBLIQUE DE BANG / A                       ,1
                ,                ,                          ,ECOLE PUBLIQUE DE BIPOCK / A                     ,1
                ,                ,                          ,ECOLE PUBLIQUE DE BODKANG / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE DINGOM / A                     ,1
                ,                ,                          ,ECOLE PUBLIQUE DE KAY - NYAANG / A               ,1
                ,                ,                          ,ECOLE PUBLIQUE DE KOUKOUM / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE LIKOUND / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE LIKOUNDBIAM / A                ,1
                ,                ,                          ,ECOLE PUBLIQUE DE LOGMBANGA / A                  ,1
                ,                ,                          ,ECOLE PUBLIQUE DE MASSANGUI II / A               ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NDAMBOG / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NDEBI / A                      ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NGOCK / A                      ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NGUIMBONG / A                  ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NKO'O / A                      ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NONG-NKE / A                   ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NSE / A                        ,1
                ,                ,                          ,ECOLE PUBLIQUE DE TEMBYET / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE TOUBANGOM / A                  ,1
                ,                ,                          ,ECOLE PUBLIQUE D'OMENG / A                       ,1
                ,                ,                          ,ECOLE PUBLIQUE GROUPE II DE NDOM / A             ,1
                ,                ,                          ,ESPL. CHEFFERIE DE MAKOU / A                     ,1
                ,                ,                          ,LYCEE D'ENS. GENERAL DE NDOM / A                 ,1
                ,                ,                          ,MAISON COM. LIKOUNDBIAM / A                      ,1
                ,                ,                          ,MAISON COMMUNAUTAIRE DE KOMOL / A                ,1
                ,                ,                          ,MAISON COMMUNAUTAIRE D'OMENG / A                 ,1
                ,                ,                          ,PRESBYTERE E. PRESBY. CAM. BODBADJANG / A        ,1
                ,                ,                          ,SALLE DES FETES DE NDOM / A                      ,1
                ,                ,                          ,SALLE DES FETES DE NDOM / B                      ,1
                ,                ,NGAMBE                    ,                                                 ,37
                ,                ,                          ,CARREFOUR BISSONGA / A                           ,1
                ,                ,                          ,CASE COMM. ESSEING / A                           ,1
                ,                ,                          ,CASE COMM. NKONGNLET / A                         ,1
                ,                ,                          ,CERCLE MUNICIPAL NGAMBE / A                      ,1
                ,                ,                          ,CHAP. EGLISE PRESBY BAKOMBE II / A               ,1
                ,                ,                          ,ECOLE ADVENTISTE D'IHENDEL / A                   ,1
                ,                ,                          ,ECOLE PUBLIQUE DE BODIPO / A                     ,1
                ,                ,                          ,ECOLE PUBLIQUE DE BOTBEA / A                     ,1
                ,                ,                          ,ECOLE PUBLIQUE DE BOTKO / A                      ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NIEL / A                       ,1
                ,                ,                          ,ECOLE PUBLIQUE D'ESSEING / A                     ,1
                ,                ,                          ,ECOLE PUBLIQUE D'IHENDEL / A                     ,1
                ,                ,                          ,ECOLE PUBLIQUE LOGBASSEMEL / A                   ,1
                ,                ,                          ,ECOLE PUBLIQUE NGAMBE 2EME / A                   ,1
                ,                ,                          ,ECOLE PUBLIQUE NGAMBE CENTRE / A                 ,1
                ,                ,                          ,ECOLE PUBLIQUE NSAPACK / A                       ,1
                ,                ,                          ,ECOLE PUBLIQUE NYEE / A                          ,1
                ,                ,                          ,ECOLE PUBLIQUE NYOUYA / A                        ,1
                ,                ,                          ,ECOLE PUBLIQUE PAPAN / A                         ,1
                ,                ,                          ,ECOLE PUBLIQUE PIMBE I / A                       ,1
                ,                ,                          ,ECOLE PUBLIQUE POUTKAK / A                       ,1
                ,                ,                          ,ECOLE PUBLIQUE SINGANG / A                       ,1
                ,                ,                          ,ECOLE PUBLIQUE TEKIBONGO / A                     ,1
                ,                ,                          ,ESPL. CHEFFERIE DE NKAK / A                      ,1
                ,                ,                          ,ESPL. CHEFFERIE DE YOI / A                       ,1
                ,                ,                          ,ESPL. CHEFFERIE NGOMBE / A                       ,1
                ,                ,                          ,ESPL. CHEFFERIE POUTBABA / A                     ,1
                ,                ,                          ,FOYER DE BAKOMBE I / A                           ,1
                ,                ,                          ,FOYER DE NKAKMBOM / A                            ,1
                ,                ,                          ,FOYER DES JEUX DE MASSANGUI / A                  ,1
                ,                ,                          ,LYCEE DE NGAMBE / A                              ,1
                ,                ,                          ,LYCEE TECHNIQUE NGAMBE / A                       ,1
                ,                ,                          ,MAISON COMMUNAUTAIRE MANDJAP I / A               ,1
                ,                ,                          ,MARCHE DE NGAMBE / A                             ,1
                ,                ,                          ,POSTE DES EAUX ET FORETS DE PONG / A             ,1
                ,                ,                          ,PRISON SECONDAIRE NGAMBE / A                     ,1
                ,                ,                          ,STATION DES EAUX DE MATOL / A                    ,1
                ,                ,NGWEI                     ,                                                 ,26
                ,                ,                          ,CASE COMMUNAUTAIRE SOLOPA / A                    ,1
                ,                ,                          ,CEAC DINGOMBI / A                                ,1
                ,                ,                          ,ECOLE PUB. DE NDJOCKLOUMBE / A                   ,1
                ,                ,                          ,ECOLE PUB. MBAMBLE-MAYAMBA / A                   ,1
                ,                ,                          ,ECOLE PUBLIQUE DE BITOUTOUCK / A                 ,1
                ,                ,                          ,ECOLE PUBLIQUE DE DINGOMBI / A                   ,1
                ,                ,                          ,ECOLE PUBLIQUE DE LEP LIKOUNG / A                ,1
                ,                ,                          ,ECOLE PUBLIQUE DE MAKEK / A                      ,1
                ,                ,                          ,ECOLE PUBLIQUE DE MAKONDO / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE MANDJAB / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NDOKOK / A                     ,1
                ,                ,                          ,ECOLE PUBLIQUE DE SEPPE / A                      ,1
                ,                ,                          ,ECOLE PUBLIQUE DE SONG NDONG / A                 ,1
                ,                ,                          ,ECOLE PUBLIQUE D'EBOMBE / A                      ,1
                ,                ,                          ,EGLISE PRESBY CAM. DE LOGBII / A                 ,1
                ,                ,                          ,ESPL. CHEF. MAPAN SONG TONYE / A                 ,1
                ,                ,                          ,ESPL. CHEF. POUTH BITEN / A                      ,1
                ,                ,                          ,ESPL. CHEFFERIE DE MAPOUBI / A                   ,1
                ,                ,                          ,ESPL. CHEFFERIE DE NGWEI I / A                   ,1
                ,                ,                          ,ESPL. CHEFFERIE ETOUHA / A                       ,1
                ,                ,                          ,ESPL. CHEFFERIE LOGBAMAL / A                     ,1
                ,                ,                          ,FOYER MATECK DE POUTH-NDJOCK / A                 ,1
                ,                ,                          ,FOYER MBELECK B. MAPAN YABI / A                  ,1
                ,                ,                          ,FOYER MBOG-MBOG NDOKOK PUBI / A                  ,1
                ,                ,                          ,HANGAR D'IKONDE / A                              ,1
                ,                ,                          ,LYCEE DE MAKONDO / A                             ,1
                ,                ,NYANON                    ,                                                 ,35
                ,                ,                          ,E. CATH. CHRIST-ROI DE LOGBIKOY / A              ,1
                ,                ,                          ,E. CATH. ST PIERRE ET PAUL NDEME / A             ,1
                ,                ,                          ,E. P KAI-NDOGKOBE / A                            ,1
                ,                ,                          ,E. PRIV. LAIQUE NSINGMBONGO / A                  ,1
                ,                ,                          ,E.P BINOUM-NDOMDJENGUE / A                       ,1
                ,                ,                          ,E.P NKONGKWALLA / A                              ,1
                ,                ,                          ,E.P. DE NYIZAGHE / A                             ,1
                ,                ,                          ,ECOLE PUBLIQUE BAYA-LOG NTOMB / A                ,1
                ,                ,                          ,ECOLE PUBLIQUE DE BILANGUE / A                   ,1
                ,                ,                          ,ECOLE PUBLIQUE DE BODI / A                       ,1
                ,                ,                          ,ECOLE PUBLIQUE DE BOLIKOL / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE HOCK / A                       ,1
                ,                ,                          ,ECOLE PUBLIQUE DE KELLENG / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE MAHONDA / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE MASEHE / A                     ,1
                ,                ,                          ,ECOLE PUBLIQUE DE MBAY / A                       ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NYABAMLAN / A                  ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NYAHENDEL / A                  ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NYAHO / A                      ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NYAKELLE / A                   ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NYAMBAT / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NYANON GP I / A                ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NYASSENG / A                   ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NYOUNDEM / A                   ,1
                ,                ,                          ,ECOLE PUBLIQUE DE PENDIKI / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE SONGTJANG / A                  ,1
                ,                ,                          ,ECOLE PUBLIQUE KOMBE I / A                       ,1
                ,                ,                          ,ECOLE PUBLIQUE SONGMBOG I / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE SONGMBOG II / A                   ,1
                ,                ,                          ,ECOLE PUBLIQUE TOUE / A                          ,1
                ,                ,                          ,ESPL. DU PATRIARCAT DE PENTOME II / A            ,1
                ,                ,                          ,ESPLANADE CHEFFERIE DE BANN / A                  ,1
                ,                ,                          ,ESPLANADE CHEFFERIE DE LOGMEM / A                ,1
                ,                ,                          ,ESPLANADE CHEFFERIE DE NDEME / A                 ,1
                ,                ,                          ,ESPLANADE CHEFFERIE NSINGMPAGUE / A              ,1
                ,                ,POUMA                     ,                                                 ,32
                ,                ,                          ,CENTRE PROMOTION FEMME ET FAMILLE / A            ,1
                ,                ,                          ,CHAPELLE E.P.C DE BIBOUMHA / A                   ,1
                ,                ,                          ,CHAPELLE E.P.C DE LOGBABEM / A                   ,1
                ,                ,                          ,CHAPELLE EGLISE CATH. CARREF. NGO MATIP / A      ,1
                ,                ,                          ,COLLEGE D'ENS. SECONDAIRE DE SOKELLE I / A       ,1
                ,                ,                          ,COMMUNE DE POUMA / A                             ,1
                ,                ,                          ,ECOLE CATHOLIQUE SAINT ANDRE LOGMABAA / A        ,1
                ,                ,                          ,ECOLE MATERNELLE DE BOTMOM / A                   ,1
                ,                ,                          ,ECOLE PUBLIQUE DE BIHIANG / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE HEGBA POUMA / A                ,1
                ,                ,                          ,ECOLE PUBLIQUE DE MAKAK NDOKOMA / A              ,1
                ,                ,                          ,ECOLE PUBLIQUE DE MAKOB LOGBAKO / A              ,1
                ,                ,                          ,ECOLE PUBLIQUE DE MINOMINDJOCK / A               ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NGOMPEM CENTRE / A             ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NGOMPEM NKANGLA / A            ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NGWEI II / A                   ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NKONDJOCK II / A               ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NKONGA I / A                   ,1
                ,                ,                          ,ECOLE PUBLIQUE DE NKONGA II / A                  ,1
                ,                ,                          ,ECOLE PUBLIQUE DE SAKBAYEME CENTRE / A           ,1
                ,                ,                          ,ECOLE PUBLIQUE DE SAKBAYEME PLATEAU / A          ,1
                ,                ,                          ,ECOLE PUBLIQUE DE SIBONGO / A                    ,1
                ,                ,                          ,ECOLE PUBLIQUE DE SINDONGUI I / A                ,1
                ,                ,                          ,ECOLE PUBLIQUE DE SOKELLE II / A                 ,1
                ,                ,                          ,ECOLE PUBLIQUE DE SOMABO / A                     ,1
                ,                ,                          ,ECOLE PUBLIQUE DE SONGSIMOUTH / A                ,1
                ,                ,                          ,ECOLE PUBLIQUE DE SONGWOGA / A                   ,1
                ,                ,                          ,ESPL. CHEFFERIE MAKAK LOGBAKO / A                ,1
                ,                ,                          ,HANGAR MUNICIPAL / A                             ,1
                ,                ,                          ,HANGAR MUNICIPAL / B                             ,1
                ,                ,                          ,LYCEE DE POUMA / A                               ,1
                ,                ,                          ,LYCEE DE POUMA / B                               ,1
                ,WOURI           ,                          ,                                                 ,1711
                ,                ,DOUALA I                  ,                                                 ,204
                ,                ,                          ,BASE NAVALE / A                                  ,1
                ,                ,                          ,BASE NAVALE / B                                  ,1
                ,                ,                          ,BLES. NURS. & PRIM. SCHOOL / A                   ,1
                ,                ,                          ,BLES. NURS. & PRIM. SCHOOL / B                   ,1
                ,                ,                          ,BLES. NURS. & PRIM. SCHOOL / C                   ,1
                ,                ,                          ,BLES. NURS. & PRIM. SCHOOL / D                   ,1
                ,                ,                          ,BLES. NURS. & PRIM. SCHOOL / E                   ,1
                ,                ,                          ,CAMP MILITAIRE / A                               ,1
                ,                ,                          ,CAMP MILITAIRE / B                               ,1
                ,                ,                          ,CENTRE SOCIAL BESSENGUE / A                      ,1
